race_name,date,circuit,driver,team,grid_position,driver_code,constructor_code,position_change,podium,circuitRef,driverRef,constructorRef,recent_driver_form,constructor_win_rate,circuit_familiarity,driver_experience,constructor_experience,grid_importance,weather_impact
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,M. Verstappen,Red Bull Racing,0,12,7,0,0,bahrain,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,11.0,209.0,788,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,S. Perez,Red Bull Racing,0,16,7,0,0,bahrain,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,C. Leclerc,Ferrari,0,1,2,0,0,bahrain,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,C. Sainz,Ferrari,0,2,2,0,0,bahrain,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,L. Hamilton,Mercedes,0,8,5,0,0,bahrain,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,G. Russell,Mercedes,0,6,5,0,0,bahrain,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,L. Norris,McLaren,0,9,4,0,0,bahrain,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,O. Piastri,McLaren,0,14,4,0,0,bahrain,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,F. Alonso,Aston Martin,0,5,1,0,0,bahrain,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,L. Stroll,Aston Martin,0,11,1,0,0,bahrain,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,E. Ocon,Alpine,0,4,0,0,0,bahrain,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,P. Gasly,Alpine,0,15,0,0,0,bahrain,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,A. Albon,Williams,0,0,9,0,0,bahrain,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,L. Sargeant,Williams,0,10,9,0,0,bahrain,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,D. Ricciardo,RB,0,3,6,0,0,bahrain,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,Y. Tsunoda,RB,0,18,6,0,0,bahrain,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,V. Bottas,Sauber,0,17,8,0,0,bahrain,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,Z. Guanyu,Sauber,0,19,8,0,0,bahrain,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,K. Magnussen,Haas F1 Team,0,7,3,0,0,bahrain,kevin_magnussen,haas,13.454545454545455,0.0,10.0,186.0,380,1.0,1.0
Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,bahrain,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,M. Verstappen,Red Bull Racing,0,12,7,0,0,jeddah,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,4.0,209.0,788,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,S. Perez,Red Bull Racing,0,16,7,0,0,jeddah,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,C. Leclerc,Ferrari,0,1,2,0,0,jeddah,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,C. Sainz,Ferrari,0,2,2,0,0,jeddah,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,L. Hamilton,Mercedes,0,8,5,0,0,jeddah,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,G. Russell,Mercedes,0,6,5,0,0,jeddah,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,L. Norris,McLaren,0,9,4,0,0,jeddah,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,O. Piastri,McLaren,0,14,4,0,0,jeddah,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,F. Alonso,Aston Martin,0,5,1,0,0,jeddah,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,L. Stroll,Aston Martin,0,11,1,0,0,jeddah,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,E. Ocon,Alpine,0,4,0,0,0,jeddah,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,P. Gasly,Alpine,0,15,0,0,0,jeddah,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,A. Albon,Williams,0,0,9,0,0,jeddah,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,L. Sargeant,Williams,0,10,9,0,0,jeddah,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,D. Ricciardo,RB,0,3,6,0,0,jeddah,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,Y. Tsunoda,RB,0,18,6,0,0,jeddah,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,V. Bottas,Sauber,0,17,8,0,0,jeddah,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,Z. Guanyu,Sauber,0,19,8,0,0,jeddah,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,K. Magnussen,Haas F1 Team,0,7,3,0,0,jeddah,kevin_magnussen,haas,13.454545454545455,0.0,3.0,186.0,380,1.0,1.0
Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,jeddah,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,M. Verstappen,Red Bull Racing,0,12,7,0,0,miami,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,3.0,209.0,788,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,S. Perez,Red Bull Racing,0,16,7,0,0,miami,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,C. Leclerc,Ferrari,0,1,2,0,0,miami,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,C. Sainz,Ferrari,0,2,2,0,0,miami,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,L. Hamilton,Mercedes,0,8,5,0,0,miami,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,G. Russell,Mercedes,0,6,5,0,0,miami,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,L. Norris,McLaren,0,9,4,0,0,miami,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,O. Piastri,McLaren,0,14,4,0,0,miami,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,F. Alonso,Aston Martin,0,5,1,0,0,miami,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,L. Stroll,Aston Martin,0,11,1,0,0,miami,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,E. Ocon,Alpine,0,4,0,0,0,miami,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,P. Gasly,Alpine,0,15,0,0,0,miami,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,A. Albon,Williams,0,0,9,0,0,miami,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,L. Sargeant,Williams,0,10,9,0,0,miami,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,D. Ricciardo,RB,0,3,6,0,0,miami,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,Y. Tsunoda,RB,0,18,6,0,0,miami,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,V. Bottas,Sauber,0,17,8,0,0,miami,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,Z. Guanyu,Sauber,0,19,8,0,0,miami,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,K. Magnussen,Haas F1 Team,0,7,3,0,0,miami,kevin_magnussen,haas,13.454545454545455,0.0,3.0,186.0,380,1.0,1.0
Miami Grand Prix,2025-05-04,Miami International Autodrome,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,miami,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,M. Verstappen,Red Bull Racing,0,12,7,0,0,imola,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,4.0,209.0,788,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,S. Perez,Red Bull Racing,0,16,7,0,0,imola,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,C. Leclerc,Ferrari,0,1,2,0,0,imola,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,C. Sainz,Ferrari,0,2,2,0,0,imola,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,L. Hamilton,Mercedes,0,8,5,0,0,imola,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,G. Russell,Mercedes,0,6,5,0,0,imola,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,L. Norris,McLaren,0,9,4,0,0,imola,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,O. Piastri,McLaren,0,14,4,0,0,imola,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,F. Alonso,Aston Martin,0,5,1,0,0,imola,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,L. Stroll,Aston Martin,0,11,1,0,0,imola,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,E. Ocon,Alpine,0,4,0,0,0,imola,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,P. Gasly,Alpine,0,15,0,0,0,imola,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,A. Albon,Williams,0,0,9,0,0,imola,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,L. Sargeant,Williams,0,10,9,0,0,imola,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,D. Ricciardo,RB,0,3,6,0,0,imola,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,Y. Tsunoda,RB,0,18,6,0,0,imola,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,V. Bottas,Sauber,0,17,8,0,0,imola,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,Z. Guanyu,Sauber,0,19,8,0,0,imola,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,K. Magnussen,Haas F1 Team,0,7,3,0,0,imola,kevin_magnussen,haas,13.454545454545455,0.0,3.0,186.0,380,1.0,1.0
Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,imola,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,M. Verstappen,Red Bull Racing,0,12,7,0,0,monaco,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,9.0,209.0,788,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,S. Perez,Red Bull Racing,0,16,7,0,0,monaco,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,C. Leclerc,Ferrari,0,1,2,0,0,monaco,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,C. Sainz,Ferrari,0,2,2,0,0,monaco,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,L. Hamilton,Mercedes,0,8,5,0,0,monaco,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,G. Russell,Mercedes,0,6,5,0,0,monaco,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,L. Norris,McLaren,0,9,4,0,0,monaco,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,O. Piastri,McLaren,0,14,4,0,0,monaco,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,F. Alonso,Aston Martin,0,5,1,0,0,monaco,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,L. Stroll,Aston Martin,0,11,1,0,0,monaco,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,E. Ocon,Alpine,0,4,0,0,0,monaco,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,P. Gasly,Alpine,0,15,0,0,0,monaco,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,A. Albon,Williams,0,0,9,0,0,monaco,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,L. Sargeant,Williams,0,10,9,0,0,monaco,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,D. Ricciardo,RB,0,3,6,0,0,monaco,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,Y. Tsunoda,RB,0,18,6,0,0,monaco,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,V. Bottas,Sauber,0,17,8,0,0,monaco,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,Z. Guanyu,Sauber,0,19,8,0,0,monaco,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,K. Magnussen,Haas F1 Team,0,7,3,0,0,monaco,kevin_magnussen,haas,13.454545454545455,0.0,8.0,186.0,380,1.5,1.0
Monaco Grand Prix,2025-05-25,Circuit de Monaco,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,monaco,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.5,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,M. Verstappen,Red Bull Racing,0,12,7,0,0,catalunya,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,10.0,209.0,788,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,S. Perez,Red Bull Racing,0,16,7,0,0,catalunya,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,C. Leclerc,Ferrari,0,1,2,0,0,catalunya,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,C. Sainz,Ferrari,0,2,2,0,0,catalunya,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,L. Hamilton,Mercedes,0,8,5,0,0,catalunya,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,G. Russell,Mercedes,0,6,5,0,0,catalunya,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,L. Norris,McLaren,0,9,4,0,0,catalunya,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,O. Piastri,McLaren,0,14,4,0,0,catalunya,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,F. Alonso,Aston Martin,0,5,1,0,0,catalunya,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,L. Stroll,Aston Martin,0,11,1,0,0,catalunya,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,E. Ocon,Alpine,0,4,0,0,0,catalunya,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,P. Gasly,Alpine,0,15,0,0,0,catalunya,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,A. Albon,Williams,0,0,9,0,0,catalunya,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,L. Sargeant,Williams,0,10,9,0,0,catalunya,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,D. Ricciardo,RB,0,3,6,0,0,catalunya,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,Y. Tsunoda,RB,0,18,6,0,0,catalunya,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,V. Bottas,Sauber,0,17,8,0,0,catalunya,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,Z. Guanyu,Sauber,0,19,8,0,0,catalunya,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,K. Magnussen,Haas F1 Team,0,7,3,0,0,catalunya,kevin_magnussen,haas,13.454545454545455,0.0,9.0,186.0,380,1.0,1.0
Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,catalunya,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,M. Verstappen,Red Bull Racing,0,12,7,0,0,montreal,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,1.0,209.0,788,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,S. Perez,Red Bull Racing,0,16,7,0,0,montreal,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,C. Leclerc,Ferrari,0,1,2,0,0,montreal,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,C. Sainz,Ferrari,0,2,2,0,0,montreal,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,L. Hamilton,Mercedes,0,8,5,0,0,montreal,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,G. Russell,Mercedes,0,6,5,0,0,montreal,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,L. Norris,McLaren,0,9,4,0,0,montreal,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,O. Piastri,McLaren,0,14,4,0,0,montreal,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,F. Alonso,Aston Martin,0,5,1,0,0,montreal,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,L. Stroll,Aston Martin,0,11,1,0,0,montreal,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,E. Ocon,Alpine,0,4,0,0,0,montreal,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,P. Gasly,Alpine,0,15,0,0,0,montreal,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,A. Albon,Williams,0,0,9,0,0,montreal,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,L. Sargeant,Williams,0,10,9,0,0,montreal,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,D. Ricciardo,RB,0,3,6,0,0,montreal,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
